StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,psy251,drawing1_response,drawing_2 response,drawing3_response,drawing4_response,drawing1alt_response,drawing2alt_response,drawing3alt_response,drawing4alt_response,mood_1,mood_2,mood_3,mood_4,mood_5,mood_6,mood_7,mood_8,mood_9,mood_10,mood_11,mood_12,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,ratings_6,ratings_7,ratings_8,ratings_9,ratings_10,ratings_11,ratings_12,ratings_13,ratings_14,ratings_15,gender,ethnicity,age
2025-12-04 19:31:08,2025-12-04 19:42:22,IP Address,100,673,TRUE,2025-12-04 19:42:22,R_7XU49IkSTmSFRDP,,,,,anonymous,EN,I understand,An oddly shaped crescent moon,An overflowing beer mug ,"A vase, also an owl-like creature ",A cartoon depicting of a man,,,,,Very Much,Not at all,Very Much,Not at all,Very Much,Not at all,Very Much,Not at all,Not at all,Moderately,Not at all,Moderately,Moderately,Moderately,Slightly,Not at all,Moderately,Slightly,Slightly,Moderately,Moderately,Slightly,Moderately,Not at all,Slightly,Moderately,Moderately,Male,Caucasian / European American,30
2025-12-04 19:40:03,2025-12-04 19:43:10,IP Address,100,187,TRUE,2025-12-04 19:43:11,R_51i8rRyilogcMhz,,,,,anonymous,EN,I understand,I see a person with their mouth open. I also see a crescent moon with a nose.,I see a glass of beer or some kind of drink. ,I see a vase with a plant in it and random lines.,I see a man with a quiff of a hairstyle.,,,,,Very Much,Not at all,Very Much,Not at all,Very Much,Not at all,Very Much,Not at all,Slightly,Moderately,Not at all,Moderately,Moderately,Moderately,Very Much,Slightly,Slightly,Not at all,Slightly,Slightly,Moderately,Slightly,Moderately,Slightly,Moderately,Moderately,Moderately,Female,Latino / Hispanic American,27
2025-12-04 19:40:55,2025-12-04 19:43:50,IP Address,100,174,TRUE,2025-12-04 19:43:50,R_73qY6DYWeV7aD61,,,,,anonymous,EN,I understand,"The moon is the first thing that caught my eye. I was a little confused about the face. I thought it was a wolf at first, but then realized it was a man sleeping.",I see a glass full of beer,"It looked like a bunny at first, and then a tiger, and then a vase with a plant",It looks like a disgruntled man,,,,,Slightly,Not at all,Slightly,Not at all,Very Much,Not at all,Slightly,Not at all,Not at all,Not at all,Not at all,Moderately,Slightly,Moderately,Very Much,Not at all,Moderately,Moderately,Moderately,Slightly,Slightly,Moderately,Slightly,Not at all,Moderately,Very Much,Very Much,Female,Caucasian / European American,24
2025-12-04 19:37:31,2025-12-04 19:44:43,IP Address,100,431,TRUE,2025-12-04 19:44:43,R_1EQw0OMyXM9zQDn,,,,,anonymous,EN,I understand,I see a half moon. The side of the half moon is a face with a big nose. The face looks sad,"I see a glass of beer but with what appears to be another face. I see a nose, lips and chin","I see a vase but also a woman in a bikini. Very feminine
",An angry middle aged balding CEO,,,,,Slightly,Not at all,Slightly,Not at all,Slightly,Not at all,Slightly,Not at all,Not at all,Slightly,Not at all,Very Much,Slightly,Slightly,Moderately,Not at all,Very Much,Moderately,Very Much,Moderately,Moderately,Slightly,Moderately,Slightly,Extremely,Extremely,Moderately,Male,Caucasian / European American,27
2025-12-04 19:39:18,2025-12-04 19:45:13,IP Address,100,355,TRUE,2025-12-04 19:45:13,R_1U9MSfSwRDiICCu,,,,,anonymous,EN,I understand,A man with his mouth open and a cresent moon,a drink with bubbles at the top,A vase with a plant in it,A grouchy man,,,,,Moderately,Not at all,Moderately,Not at all,Very Much,Slightly,Moderately,Not at all,Slightly,Very Much,Not at all,Very Much,Not at all,Slightly,Slightly,Moderately,Moderately,Moderately,Moderately,Not at all,Very Much,Slightly,Very Much,Moderately,Slightly,Slightly,Slightly,Female,Black / African American,26
2025-12-04 19:44:13,2025-12-04 19:46:33,IP Address,100,139,TRUE,2025-12-04 19:46:34,R_5R2pbQTsnNRyrmE,,,,,anonymous,EN,I understand,A face on a crescent moon,A glass filled with some kind of soda pop,A vace,A man frowning,,,,,Very Much,Slightly,Moderately,Slightly,Extremely,Slightly,Very Much,Slightly,Not at all,Moderately,Not at all,Moderately,Very Much,Very Much,Very Much,Slightly,Moderately,Very Much,Moderately,Moderately,Very Much,Slightly,Slightly,Moderately,Extremely,Very Much,Moderately,Male,Latino / Hispanic American,27
2025-12-04 19:43:47,2025-12-04 19:47:17,IP Address,100,210,TRUE,2025-12-04 19:47:17,R_5QYMrQ3zpjvnb7r,,,,,anonymous,EN,I understand,,,,,i can see a face with an open mouth,a glass with beer,a flower pot,a face-like duffle bag  ,Extremely,Not at all,Extremely,Slightly,Very Much,Not at all,Extremely,Slightly,Slightly,Very Much,Not at all,Very Much,Very Much,Very Much,Very Much,Not at all,Not at all,Moderately,Moderately,Very Much,Moderately,Slightly,Slightly,Very Much,Very Much,Very Much,Very Much,Male,Caucasian / European American,28
2025-12-04 19:45:01,2025-12-04 19:47:22,IP Address,100,141,TRUE,2025-12-04 19:47:22,R_3JyYv17vEthIHX0,,,,,anonymous,EN,I understand,,,,,i see a crescent moon with a large nose. ,i see a large glass filled with an orange substance,i see a vase with leaves sprouting out of it. there are two mountains in the back.,i see a head of someone. has black hair and a large nose and a left ear.,Moderately,Not at all,Moderately,Not at all,Moderately,Not at all,Moderately,Not at all,Not at all,Slightly,Not at all,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Moderately,Slightly,Slightly,Slightly,Slightly,Not at all,Not at all,Slightly,Slightly,Male,East Asian / East Asian American,27
2025-12-04 19:45:06,2025-12-04 19:47:30,IP Address,100,144,TRUE,2025-12-04 19:47:31,R_7plZVtJc8e6enLZ,,,,,anonymous,EN,I understand,A moon with a face on it,A tall cup of orange liquid,A vase of flowers,A man’s face,,,,,Slightly,Not at all,Slightly,Not at all,Slightly,Not at all,Slightly,Not at all,Not at all,Slightly,Not at all,Moderately,Moderately,Moderately,Very Much,Not at all,Very Much,Moderately,Very Much,Moderately,Moderately,Moderately,Very Much,Slightly,Slightly,Moderately,Moderately,Male,Black / African American,28
2025-12-04 19:43:54,2025-12-04 19:47:33,IP Address,100,218,TRUE,2025-12-04 19:47:33,R_395s897D0LKMaA9,,,,,anonymous,EN,I understand,,,,,"I see a yellow mon with a witch-like nose and a pointy chin. also see what looks like the face of a ""who"" crying in pain in the negative space",I see a large glass of beer with foam overflowing,at first I see a vase of flowers/plants. Then I also see what looks almost ike an animals face,I see a very badly draw man with a wide jaw,Slightly,Slightly,Moderately,Slightly,Moderately,Slightly,Slightly,Moderately,Not at all,Not at all,Not at all,Moderately,Not at all,Not at all,Moderately,Very Much,Slightly,Slightly,Slightly,Slightly,Moderately,Slightly,Moderately,Slightly,Moderately,Slightly,Slightly,Female,Caucasian / European American,27
2025-12-04 19:44:16,2025-12-04 19:47:45,IP Address,100,208,TRUE,2025-12-04 19:47:46,R_5CKeTUXdvHRJNnS,,,,,anonymous,EN,I understand,,,,,"I see a moon (yellow) in a crescent face and it looks like it has a nose and mouth, like it's the man in the moon. Then when I look the other way, I see the blue part directly against the mono as a person's profile looking up, with their mouth open, and a moon behind them.","I see a beer glass, overflowing with foam. I also see what could be a lava lamp.","I see a vase with leaves sticking out of it, and it looks like it's an abstract painting. I also could see a cat's face with the little things on top being the ears and the shapes below as the eyes.","I see a grumpy man face, with a swoosh hair and a large nose and a frown, with squinty eyes. I also see a woman turned with her head facing away, with long dark hair, and the nose of the man is her arm. She's curled up.",Very Much,Not at all,Very Much,Not at all,Very Much,Not at all,Very Much,Not at all,Not at all,Very Much,Not at all,Very Much,Moderately,Moderately,Very Much,Not at all,Very Much,Very Much,Very Much,Moderately,Very Much,Slightly,Very Much,Not at all,Slightly,Very Much,Moderately,Female,"Caucasian / European American,Middle Eastern / Arab American",24
2025-12-04 19:45:35,2025-12-04 19:48:37,IP Address,100,182,TRUE,2025-12-04 19:48:37,R_1S355x3B925OlXA,,,,,anonymous,EN,I understand,,,,,I see a moon and the moon has a face with a side-view looking down,I see a pint of beer,I see a vase filled with four leaves,I see a man with black hair and a big nose,Moderately,Not at all,Moderately,Not at all,Moderately,Not at all,Slightly,Not at all,Not at all,Not at all,Not at all,Not at all,Slightly,Slightly,Slightly,Not at all,Slightly,Not at all,Not at all,Slightly,Slightly,Not at all,Not at all,Slightly,Slightly,Not at all,Not at all,Female,East Asian / East Asian American,24
2025-12-04 19:44:39,2025-12-04 19:48:46,IP Address,100,247,TRUE,2025-12-04 19:48:47,R_5jsaB8JqwLKUgEA,,,,,anonymous,EN,I understand,I see a crescent moon mixed with a human face that has its mouth agape in negative space. The eyes of the human could be some stars or even a further out planet.,I see a tall glass of some type nearly full of a type of beer and the foam is rising towards the top of the glass.,I see both a face and a vase. The face looks like a baby seal with the white fur that they have. The case is shooting out some type of water drops that form the seals eyes.,A drawing of a person's face. The haircut and shape of the face is sort of reminding me of Fred Flinstone a bit especially because of the wide nose.,,,,,Not at all,Very Much,Not at all,Very Much,Not at all,Very Much,Not at all,Very Much,Not at all,Not at all,Not at all,Not at all,Slightly,Slightly,Not at all,Moderately,Slightly,Not at all,Not at all,Not at all,Slightly,Not at all,Not at all,Slightly,Slightly,Slightly,Slightly,Male,Caucasian / European American,28
2025-12-04 19:45:51,2025-12-04 19:48:56,IP Address,100,185,TRUE,2025-12-04 19:48:56,R_3QXH2RJxL78Qj0I,,,,,anonymous,EN,I understand,,,,,I see a crescent moon with a nose in yellow. If I focus on the purple I see a face of someone with their mouth open looking upwards.,I see a glass of beer with foam at the top.,"I see the face of a large cat, like a leopard or something. I also see a vase with some leaves coming out.",I see a man with a large chin that seems to be frowning.,Moderately,Slightly,Moderately,Slightly,Moderately,Slightly,Moderately,Slightly,Moderately,Not at all,Not at all,Moderately,Moderately,Moderately,Moderately,Slightly,Moderately,Moderately,Moderately,Slightly,Slightly,Slightly,Moderately,Slightly,Moderately,Very Much,Moderately,Male,Caucasian / European American,26
2025-12-04 19:46:09,2025-12-04 19:49:05,IP Address,100,176,TRUE,2025-12-04 19:49:05,R_3cqg0HHsUz3UesY,,,,,anonymous,EN,I understand,,,,,A face in a moon with a large nose,A glass of some kind of drink with foam on the top; or a lava lamp,"The face of an animal, like maybe a tiger. I also see a plant","I see a face with no smile, and a part of the hair sticking up in the front",Very Much,Not at all,Very Much,Not at all,Very Much,Not at all,Very Much,Not at all,Not at all,Moderately,Not at all,Extremely,Slightly,Slightly,Very Much,Not at all,Moderately,Very Much,Very Much,Very Much,Extremely,Very Much,Very Much,Not at all,Not at all,Very Much,Very Much,Female,Caucasian / European American,25
2025-12-04 19:45:49,2025-12-04 19:49:27,IP Address,100,218,TRUE,2025-12-04 19:49:28,R_1hM9reUFBJBwcCC,,,,,anonymous,EN,I understand,,,,,"a moon with a nose, a person yelling ",a beer,"a vase with abstract flowers, a cat like face",a man’s face,Moderately,Not at all,Slightly,Slightly,Not at all,Not at all,Slightly,Slightly,Not at all,Not at all,Not at all,Moderately,Slightly,Slightly,Not at all,Moderately,Not at all,Not at all,Slightly,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Slightly,Not at all,Female,Caucasian / European American,19
2025-12-04 19:45:59,2025-12-04 19:49:41,IP Address,100,222,TRUE,2025-12-04 19:49:41,R_6gD9Dh8xKK0TvY5,,,,,anonymous,EN,I understand,A face in a crescent moon with a long drooping nose and pointed chin,A funny looking pint of beer overflowing with suds.,A person holding a vase with 2 leafs popping out.,An Italian man with a comb over,,,,,Extremely,Not at all,Very Much,Slightly,Extremely,Not at all,Very Much,Not at all,Not at all,Moderately,Not at all,Extremely,Moderately,Moderately,Very Much,Not at all,Slightly,Moderately,Moderately,Slightly,Very Much,Slightly,Moderately,Slightly,Very Much,Very Much,Very Much,Male,Caucasian / European American,25
2025-12-04 19:48:12,2025-12-04 19:49:48,IP Address,100,96,TRUE,2025-12-04 19:49:48,R_6dPZCgMXAMDT28k,,,,,anonymous,EN,I understand,a face crying. ,a beer ,a vase. ,a man’s face. ,,,,,Slightly,Slightly,Moderately,Slightly,Slightly,Slightly,Moderately,Slightly,Not at all,Slightly,Not at all,Moderately,Slightly,Slightly,Not at all,Very Much,Slightly,Slightly,Not at all,Slightly,Slightly,Not at all,Not at all,Very Much,Very Much,Slightly,Slightly,Female,Caucasian / European American,19
2025-12-04 19:45:43,2025-12-04 19:50:07,IP Address,100,263,TRUE,2025-12-04 19:50:07,R_34OZ7O8l45BI4ww,,,,,anonymous,EN,I understand,"a crescent moon with a face that is contoured to show a human face on the other side of the circle. There is a smaller crescent moon that is either behind the main moon, or the human's eye being closed, depending on perspective.","A tall glass of orange liquid with a couple bubbles, or the silhouette of a person lying down facing upwards","a base with 2 leafs coming out, or a clown-type face with pointy eyebrows and a menacing smile",a man with a fat face and bad hair,,,,,Moderately,Not at all,Slightly,Not at all,Moderately,Not at all,Slightly,Not at all,Slightly,Slightly,Not at all,Very Much,Slightly,Slightly,Very Much,Slightly,Moderately,Slightly,Not at all,Not at all,Moderately,Not at all,Very Much,Not at all,Moderately,Slightly,Not at all,Male,Caucasian / European American,25
2025-12-04 19:44:58,2025-12-04 19:50:39,IP Address,100,341,TRUE,2025-12-04 19:50:40,R_5pmxRE9XCptc6wb,,,,,anonymous,EN,I understand,"I see a crescent moon with a face. The face seems somber and has a large nose and prominent brow area. There's also a smaller ""crescent"" off to the side.","The first thing I thought of was a glass of some drink, maybe a beer with a couple bubbles in it. My second thought was that of nature. Sort of an hour glass shape with the silhouette of some mountains inside (the orange gives me wilderness vibes).","I see a blue vase with 2 leaves coming out of it. I feel like the image is also trying to be some sort of face, not sure what kind though (thinking rabbit or bunny as the leaves are ears and the vase itself the nose and the bottom curves the mouth). 2 ""lights"" also seem like eyebrows.","I see a man. He has pretty wide features (big nose and wide jawline). Giving retro video game vibes (black, white, pixelated).",,,,,Slightly,Not at all,Slightly,Not at all,Moderately,Not at all,Slightly,Not at all,Not at all,Not at all,Not at all,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Not at all,Not at all,Not at all,Not at all,Not at all,Slightly,Moderately,Moderately,Slightly,Slightly,Male,East Asian / East Asian American,24
2025-12-04 19:44:54,2025-12-04 19:50:43,IP Address,100,348,TRUE,2025-12-04 19:50:43,R_12rZzW3tTiItzFr,,,,,anonymous,EN,I understand,"I see a full moon with the shadow of a person's head covering half of it, with their eyes closed, looking up and mouth open.",I see an hourglass-shaped glass with a black background. The glass has some sort of orange liquid in it.,I see a large vase standing perfectly on rocky terrain with water splashing out of the top.,I see a pixelated outline of a fat man with a butt chin with what appears to be a combover haircut.,,,,,Not at all,Moderately,Not at all,Slightly,Not at all,Slightly,Not at all,Slightly,Not at all,Not at all,Slightly,Not at all,Not at all,Not at all,Slightly,Moderately,Slightly,Not at all,Not at all,Not at all,Slightly,Not at all,Moderately,Not at all,Very Much,Not at all,Not at all,Male,"Caucasian / European American,Black / African American",20
2025-12-04 19:47:06,2025-12-04 19:50:43,IP Address,100,217,TRUE,2025-12-04 19:50:43,R_3LTrfqYj1q7dNwf,,,,,anonymous,EN,I understand,a moon and a crying side profile face,someone lying down on their back and a beer glass,"vase with leaves, a clown type face",a man,,,,,Slightly,Not at all,Moderately,Not at all,Moderately,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Slightly,Slightly,Slightly,Slightly,Not at all,Slightly,Moderately,Slightly,Slightly,Moderately,Not at all,Slightly,Not at all,Moderately,Slightly,Slightly,Female,South Asian / South Asian American,26
2025-12-04 19:47:34,2025-12-04 19:50:53,IP Address,100,199,TRUE,2025-12-04 19:50:54,R_5D6FFlB11NeB7b5,,,,,anonymous,EN,I understand,,,,,I see a navy blue color background with a representation of what seems to be the moon. It has a long nose and mouth and it is faced almost downward towards the right.,The background is black with what appears to be almost a drink or cup of some sort. It looks like a bubbly type of drink or beer with it overflowing on the sides. The drink looks orange in color. ,There are two different things I see in this drawing. One of them is a face of either a tiger or some type of big cat. The other image I can see is a flower vase holding four flowers sat on a table.,This looks like a lady with long hair curled up on the floor she seems to be in distress or crying into her leg.,Slightly,Moderately,Moderately,Slightly,Moderately,Slightly,Slightly,Moderately,Moderately,Slightly,Very Much,Not at all,Moderately,Slightly,Slightly,Slightly,Moderately,Slightly,Slightly,Slightly,Slightly,Moderately,Slightly,Moderately,Moderately,Moderately,Moderately,Female,South Asian / South Asian American,22
2025-12-04 19:45:15,2025-12-04 19:51:04,IP Address,100,349,TRUE,2025-12-04 19:51:05,R_6AJvzkwn84rOBZn,,,,,anonymous,EN,I understand,I see a moon on the left with a face on the moon with a big nose. I see a human face on the right with an eye closed and their mouth slightly open; their head is facing upwards.,I see a glass of beer with the froth spilling out. ,"I see a vase with two leaves coming out of it. I see a face with the top two triangles as eyebrows, the ""leaves"" as eyes, the vase as a nose, and the patterns at the bottom as the mouth.","I see a man's head with all his facial features (eyes, nose, lips, etc). ",,,,,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Not at all,Not at all,Not at all,Not at all,Moderately,Slightly,Slightly,Moderately,Slightly,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Very Much,Not at all,Not at all,Slightly,Not at all,Female,East Asian / East Asian American,30
2025-12-04 19:48:06,2025-12-04 19:51:08,IP Address,100,181,TRUE,2025-12-04 19:51:08,R_3HFxJme4fjS3TLs,,,,,anonymous,EN,I understand,,,,,a crescent moon shaped like a profile of a face,a tall glass of beer,a plant vase,a face of a man,Moderately,Slightly,Moderately,Slightly,Slightly,Moderately,Moderately,Slightly,Slightly,Slightly,Not at all,Slightly,Very Much,Very Much,Very Much,Not at all,Very Much,Very Much,Not at all,Moderately,Moderately,Not at all,Slightly,Moderately,Very Much,Very Much,Very Much,Female,Latino / Hispanic American,21
2025-12-04 19:50:04,2025-12-04 19:52:00,IP Address,100,115,TRUE,2025-12-04 19:52:00,R_7IgUM0d41w45ad1,,,,,anonymous,EN,I understand,"moon with face
",beer,vase with petals and a weird face,man's face,,,,,Slightly,Moderately,Slightly,Moderately,Slightly,Slightly,Slightly,Very Much,Not at all,Not at all,Slightly,Not at all,Very Much,Very Much,Very Much,Not at all,Very Much,Slightly,Moderately,Slightly,Moderately,Slightly,Moderately,Slightly,Not at all,Very Much,Very Much,Female,Caucasian / European American,26
2025-12-04 19:47:33,2025-12-04 19:52:04,IP Address,100,271,TRUE,2025-12-04 19:52:04,R_5mgZ8xzXIbDSXQX,,,,,anonymous,EN,I understand,"I see a long nosed moon with a human face, that is staring down at the ground. There is also a little sliver near the ""hair"", might be a lose strand of the moon's hair.",I see a tall beer glass with foam at the top.,"I see a weird clown face. The eyes are squinting in anger, and it has a large nose and slightly tight grimace. ","It's a man who is angry and staring at a person off to the side. He has a big nose, and his mouth is grimacing. Also he has parted hair.",,,,,Slightly,Moderately,Slightly,Slightly,Not at all,Slightly,Not at all,Moderately,Not at all,Not at all,Not at all,Moderately,Slightly,Slightly,Not at all,Very Much,Slightly,Slightly,Not at all,Slightly,Moderately,Not at all,Not at all,Slightly,Extremely,Slightly,Not at all,Male,South Asian / South Asian American,22
2025-12-04 19:45:17,2025-12-04 19:52:27,IP Address,100,429,TRUE,2025-12-04 19:52:27,R_5ihavUlZ9rm0BPP,,,,,anonymous,EN,I understand,,,,,"At first glance I saw the moon in a crescent shape. Then I noticed what looks like the highlight of a face that is looking to the right with a long drooping nose. If I focus on the dark region on the right, I see a face looking up with an open mouth. The nose and upper portion of the mount has a feline look.",I see a tall glass of beer or carbonated soda. It is a tall hourglass or tapered glass shape with a dark liquid. The top is full of white foam.,"I see a cat with large, narrow set eyes and jagged eyebrows. A big nose in the middle and a light jawline on the bottom.",I see a man with a poofy hair cut. A smug look on his face with a large nose. The man has a broad chin and jawline.,Very Much,Slightly,Very Much,Slightly,Very Much,Slightly,Very Much,Not at all,Moderately,Moderately,Not at all,Very Much,Extremely,Very Much,Moderately,Not at all,Very Much,Moderately,Slightly,Slightly,Slightly,Slightly,Slightly,Moderately,Very Much,Very Much,Very Much,Male,Caucasian / European American,25
2025-12-04 19:46:47,2025-12-04 19:52:28,IP Address,100,340,TRUE,2025-12-04 19:52:28,R_6P83VVROgSP2E1m,,,,,anonymous,EN,I understand,,,,,"I see a moon with a face. The moon has a long nose and a mouth and a large chin. Conversely, I also see a face on the other side. I see someone's nose and mouth. They are opening their mouth. ",I see a jug of beer with foam on top. I can also see a face in the foam. It looks like a man with his mouth open and there are three dots coming out of his mouth. ,I see a flower pot with four leaves and two flowers. I also can see a face of an animal. It looks like either a tiger or leopard. The vase is the tiger's nose and the leaves are his eyes and eyebrows. The bottom of the image would be his lips and face. ,"I see a man's face and hair. The man has thick black hair on the top of his head. He has a large nose and is frowning. Conversely, if I look at it more, I see two figures embracing. I see a larger figure comforting a younger figure. They are sitting down and hugging each other. ",Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,Moderately,Moderately,Moderately,Not at all,Moderately,Slightly,Slightly,Moderately,Not at all,Slightly,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Not at all,Not at all,Moderately,Moderately,Female,"Caucasian / European American,East Asian / East Asian American",29
2025-12-04 19:46:31,2025-12-04 19:52:35,IP Address,100,363,TRUE,2025-12-04 19:52:35,R_3C3mqTe0HAk5lkr,,,,,anonymous,EN,I understand,I see a crescent moon with a face colored in yellow. In the dark space of the image I see another face which appears to be a person in anguish or discomfort.,I see a tall and narrow cup filled with an orange liquid. The drawing has a black background.,I see a blue vase with a blue plant sticking out of it. The plant has two notable leaves. Taking the drawing as a whole I can that the vase and the plant makes a face against the white background.,I see a man's face that is visibly angry. The man has black hair and a notable hairstyle.,,,,,Very Much,Not at all,Very Much,Not at all,Very Much,Not at all,Very Much,Not at all,Not at all,Not at all,Not at all,Very Much,Moderately,Moderately,Very Much,Not at all,Very Much,Slightly,Moderately,Moderately,Moderately,Slightly,Slightly,Not at all,Moderately,Moderately,Moderately,Non-binary / third gender,Latino / Hispanic American,30
2025-12-04 19:46:43,2025-12-04 19:52:40,IP Address,100,356,TRUE,2025-12-04 19:52:40,R_7c1mSvCQolGud5s,,,,,anonymous,EN,I understand,,,,,I see a weirdly shaped moon with a big ol nose.,I see a tall glass holding beer.,I just see an oddly shaped Vase,a weird cartoon man with a big nose.,Moderately,Not at all,Moderately,Not at all,Moderately,Not at all,Moderately,Not at all,Not at all,Moderately,Not at all,Moderately,Not at all,Not at all,Not at all,Extremely,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Extremely,Not at all,Not at all,Male,"Caucasian / European American,Black / African American",24
2025-12-04 19:48:11,2025-12-04 19:52:49,IP Address,100,277,TRUE,2025-12-04 19:52:49,R_6n6swsvRIkI2LLQ,,,,,anonymous,EN,I understand,"A person gasping or groaning while looking upwards, as a shadow against a moon, with fhe shape of their eye being a faint crescent moon","A stylized yet minimalist depiction of a beer beverage, with foaming dripping down the side of the party shaped glass against a black background","A ceramic or almost oriental styled image of a vase with two larger plant leaves flowing upwards out of it, with a detailed border running along the underneath of the design","A rather crude drawing an older male, almost in the style of an older comic slide you'd see in a newspaper ",,,,,Very Much,Not at all,Very Much,Not at all,Extremely,Not at all,Very Much,Not at all,Not at all,Moderately,Not at all,Extremely,Very Much,Very Much,Moderately,Slightly,Moderately,Very Much,Not at all,Moderately,Slightly,Very Much,Moderately,Slightly,Moderately,Very Much,Moderately,Male,Caucasian / European American,23
2025-12-04 19:48:20,2025-12-04 19:53:22,IP Address,100,301,TRUE,2025-12-04 19:53:22,R_3XiVv6HFaUYuYUB,,,,,anonymous,EN,I understand,,,,,I see an image of the moon with a nosd and mouth,"I see a tall glass filled with an orange liquid, probably beer, topped with a white head of foam.",I see a dark blue vase or pitcher ,"I see a simple, black and white, cartoon type drawing of a man's face with a grumpy or serious expression.",Extremely,Not at all,Very Much,Not at all,Very Much,Not at all,Very Much,Not at all,Not at all,Very Much,Not at all,Very Much,Extremely,Very Much,Very Much,Not at all,Very Much,Very Much,Moderately,Very Much,Extremely,Very Much,Very Much,Moderately,Very Much,Very Much,Extremely,Female,Black / African American,23
2025-12-04 19:49:43,2025-12-04 19:53:22,IP Address,100,219,TRUE,2025-12-04 19:53:22,R_1saoNnCfBdZngSa,,,,,anonymous,EN,I understand,A face with its mouth open looking up towards the sky.,A frothy beer in a tall glass.,What looks like fumes coming out of a vase,A man with a triangular looking head and Elvis styled hair,,,,,Very Much,Not at all,Very Much,Not at all,Extremely,Not at all,Very Much,Not at all,Not at all,Very Much,Not at all,Very Much,Slightly,Slightly,Not at all,Very Much,Not at all,Slightly,Not at all,Slightly,Not at all,Not at all,Moderately,Slightly,Very Much,Slightly,Not at all,Male,Caucasian / European American,24
2025-12-04 19:48:47,2025-12-04 19:53:24,IP Address,100,277,TRUE,2025-12-04 19:53:25,R_5Ka58WN66lHMNqI,,,,,anonymous,EN,I understand,A person with their eyes closed and mouth open like they're snoring,A glass of beer with foam at the top,A smiley face with eyebrows and a long nose,A man with a strange haircut,,,,,Moderately,Not at all,Very Much,Not at all,Very Much,Not at all,Very Much,Not at all,Not at all,Moderately,Not at all,Extremely,Very Much,Very Much,Moderately,Not at all,Very Much,Slightly,Moderately,Moderately,Very Much,Very Much,Extremely,Not at all,Slightly,Moderately,Slightly,Female,Caucasian / European American,30
2025-12-04 19:49:54,2025-12-04 19:53:50,IP Address,100,236,TRUE,2025-12-04 19:53:51,R_1IWaaGwQVsz0QDy,,,,,anonymous,EN,I understand,,,,,i see a moon with a long nose and chin. I also see a side profile of a mouth open.,"i see a tall glass of beer. I also see a face with an eye and nose, spitting out a substance of 3 dots.","i see a vase, and a weird face with pointy eyebrows.",i see a face with a deformed nose and a slick back hair cut. He's frowning.,Very Much,Not at all,Very Much,Not at all,Very Much,Not at all,Moderately,Not at all,Not at all,Moderately,Not at all,Very Much,Slightly,Slightly,Very Much,Not at all,Very Much,Extremely,Very Much,Slightly,Extremely,Slightly,Extremely,Not at all,Not at all,Moderately,Slightly,Female,"Black / African American,Latino / Hispanic American",27
2025-12-04 19:46:38,2025-12-04 19:53:54,IP Address,100,436,TRUE,2025-12-04 19:53:54,R_6zSFdC4wmCwvLZY,,,,,anonymous,EN,I understand,,,,,Crescent moon with a nose,Drink almost filled up,Porcelain inspired design with a vase and flowers,A man that looks suspicious as his eyebrow is raised.,Very Much,Not at all,Very Much,Not at all,Moderately,Not at all,Very Much,Not at all,Not at all,Moderately,Not at all,Moderately,Moderately,Moderately,Very Much,Slightly,Moderately,Slightly,Not at all,Not at all,Slightly,Slightly,Slightly,Not at all,Moderately,Moderately,Slightly,Male,East Asian / East Asian American,25
2025-12-04 19:48:28,2025-12-04 19:54:04,IP Address,100,336,TRUE,2025-12-04 19:54:04,R_3aDQqOIwEZKijYd,,,,,anonymous,EN,I understand,I see either a womans face looking at the blue or a mans face on the moon looking at yellow,I see a tall vase or glass filled with a frothy liquid of some sort,A smug clowns face or a flower vase with some additional shapes above and below it,A dude's face. I'm not sure what else im supposed to see in this.,,,,,Moderately,Not at all,Moderately,Not at all,Moderately,Not at all,Moderately,Not at all,Not at all,Moderately,Not at all,Moderately,Slightly,Slightly,Slightly,Moderately,Slightly,Moderately,Moderately,Slightly,Slightly,Slightly,Not at all,Very Much,Very Much,Slightly,Slightly,Female,Caucasian / European American,26
